key,ko,en
table.column.employeeCount,직원수,Employee Count
table.column.phone,전화번호,Phone
table.column.products,제품,Products
table.column.businessSectors,산업 부문,Business Sectors
table.column.productCategories,제품 카테고리,Product Categories
table.column.industryTypes,산업 카테고리,Industry Types
table.column.createdAt,생성일,Created Date
table.toast.copySuccess,클립보드에 복사되었습니다,Copied to clipboard
table.toast.copyError,복사에 실패했습니다,Failed to copy
table.sort.sameFieldClick,같은 필드 클릭 시 정렬 순서 변경,Change sort order when clicking same field
table.sort.differentFieldClick,다른 필드 클릭 시 해당 필드로 정렬 (기본 desc),Sort by different field when clicking (default desc)
table.sort.clientSideSort,클라이언트 사이드 정렬이므로 페이지 이동 불필요,No page navigation needed for client-side sorting
table.selectAllMode.headerCheckbox,전체 선택 모드에서는 헤더 체크박스가 전체 선택/해제를 담당,In select all mode header checkbox handles select/deselect all
table.selectAllMode.normalMode,일반 모드에서는 현재 페이지의 모든 리드 선택/해제,In normal mode select/deselect all leads on current page
table.sort.employeeCount,직원수를 숫자로 변환하여 정렬,Sort employee count as numbers
table.sort.phone,전화번호 (첫 번째 전화번호로 정렬),Sort by first phone number
table.sort.email,이메일 (첫 번째 이메일로 정렬),Sort by first email
table.sort.facebook,Facebook URL (첫 번째 Facebook URL로 정렬),Sort by first Facebook URL
table.sort.instagram,Instagram URL (첫 번째 Instagram URL로 정렬),Sort by first Instagram URL
table.sort.twitter,Twitter URL (첫 번째 Twitter URL로 정렬),Sort by first Twitter URL
table.sort.linkedin,LinkedIn URL (첫 번째 LinkedIn URL로 정렬),Sort by first LinkedIn URL
table.sort.products,제품 (첫 번째 제품명으로 정렬),Sort by first product name
table.sort.businessSectors,산업 부문 (첫 번째 산업 부문으로 정렬),Sort by first business sector
table.sort.productCategories,제품 카테고리 (첫 번째 제품 카테고리로 정렬),Sort by first product category
table.sort.industryTypes,산업 카테고리 (첫 번째 산업 카테고리로 정렬),Sort by first industry category
table.sort.stringComparison,문자열 비교,String comparison
table.sort.numberComparison,숫자 비교,Number comparison
table.workspaceChange.firstPage,워크스페이스 변경 시 첫 페이지로,Go to first page when workspace changes
table.leadsDataChange,리드 데이터가 변경될 때마다 부모에게 알림,Notify parent when leads data changes
table.sortStateManagement,정렬 상태 관리,Sort state management
table.localStorageChange,localStorage 변경 감지,Detect localStorage changes
table.clientSideSort,클라이언트 사이드 정렬,Client-side sorting
sequences.title.sequenceManagement,시퀀스 관리,Sequence Management
sequences.button.newSequence,새 시퀀스,New Sequence
sequences.search.placeholder,시퀀스명으로 검색...,Search by sequence name...
sequences.status.selectedCount,개 선택됨,selected
sequences.button.changeStatus,상태 변경,Change Status
sequences.button.deleteSelected,선택 삭제,Delete Selected
sequences.dialog.createSequence,새 시퀀스 생성,Create New Sequence
sequences.dialog.sequenceManagement,시퀀스 관리,Sequence Management
sequences.toast.noSequencesSelected,선택된 시퀀스가 없습니다.,No sequences selected
sequences.confirm.deleteSequences,선택한 {{count}}개의 시퀀스를 삭제하시겠습니까? 이 작업은 취소할 수 없습니다.,Are you sure you want to delete the selected {{count}} sequences? This action cannot be undone.
form.address,주소,Address
form.addressPlaceholder,주소 입력 (선택사항),Enter address (optional)
form.city,도시,City
form.leadScore,리드 점수,Lead Score
form.leadScorePlaceholder,리드 점수 입력 (선택사항),Enter lead score (optional)
form.leadSource,리드 출처,Lead Source
button.pageSize,페이지 크기,Page Size
search.placeholder,"필드 선택 후 값을 입력한 뒤, Enter 키를 눌러 검색하세요. (예: @회사명:그린다)","Select a field and enter a value, then press Enter to search. (e.g., @Company Name:Grinda)"
button.deleteLead,고객 정보 삭제,Delete Lead
button.firstPage,처음,First
button.lastPage,마지막,Last
button.nextPage,다음,Next
button.previousPage,이전,Previous
button.deleteLeadConfirm,고객 정보 삭제하기,Delete Lead
addLead.title,리드 추가,Add Lead
addLead.selectMethod,리드를 추가할 방법을 선택하세요,Select the method to add leads
addLead.uploadFile,CSV 또는 XLSX 파일을 업로드하세요,Upload a CSV or XLSX file
addLead.inputInfo,리드 정보를 입력하세요,Enter lead information
addLead.checkInfo,추가할 리드 정보를 확인하세요,Check the information to add leads
addLead.uploadFileDescription,여러 리드를 한 번에 추가할 수 있습니다,You can add multiple leads at once
addLead.manualCreate,직접 추가 (임시),Create manually (temporary)
addLead.manualCreateDescription,개별 리드 정보를 직접 입력합니다,Enter individual lead information manually
addLead.autoGenerated,자동 생성됨,Auto generated
addLead.regenerateGroupName,그룹명 재생성,Regenerate group name
addLead.autoGeneratedDescription,업로드된 리드 데이터를 기반으로 자동 생성된 이름입니다. 원하시면 직접 수정할 수 있습니다.,The name was automatically generated based on the uploaded lead data. You can modify it if you wish.
addLead.preview,업로드할 리드 미리보기,Preview of leads to upload
addLead.totalLeads,총 {count}개의 리드를 추가할 예정입니다,Total {count} leads to add
addLead.addToExistingGroup,기존 그룹에 추가됩니다,Add to existing group
addLead.addToNewGroup,새 그룹 {{name}}에 추가됩니다,Add to new group {{name}}
file.noName,이름 없음,No name
button.createCampaign,캠페인 생성,Create Campaign
